Block3Type,Block3Stim,Block3Corr
Fix2,stimuli/Soft/1.jpg,right
Cond,stimuli/Healthy/29.jpg,left
Fix2,stimuli/Soft/48.jpg,right
Fix2,stimuli/Soft/40.jpg,right
Cond,stimuli/Healthy/44.jpg,left
Fix2,stimuli/Soft/34.jpg,right
Fix2,stimuli/Soft/3.jpg,right
Fix2,stimuli/Soft/47.jpg,right
Cond,stimuli/Healthy/20.jpg,left
Fix1,stimuli/Sad/26.jpg,left
Fix2,stimuli/Soft/23.jpg,right
Fix1,stimuli/Sad/35.jpg,left
Fix2,stimuli/Soft/10.jpg,right
Fix1,stimuli/Sad/51.jpg,left
Cond,stimuli/Healthy/1.jpg,right
Fix2,stimuli/Soft/32.jpg,right
Fix1,stimuli/Sad/32.jpg,left
Fix1,stimuli/Sad/31.jpg,left
Cond,stimuli/Healthy/18.jpg,right
Fix2,stimuli/Soft/28.jpg,right
Cond,stimuli/Healthy/22.jpg,left
Cond,stimuli/Healthy/27.jpg,right
Fix1,stimuli/Sad/23.jpg,left
Fix2,stimuli/Soft/37.jpg,right
Fix1,stimuli/Sad/54.jpg,left
Cond,stimuli/Healthy/36.jpg,right
Cond,stimuli/Healthy/58.jpg,left
Cond,stimuli/Healthy/5.jpg,right
Fix2,stimuli/Soft/39.jpg,right
Fix1,stimuli/Sad/22.jpg,left
Cond,stimuli/Healthy/25.jpg,right
Cond,stimuli/Healthy/45.jpg,left
Cond,stimuli/Healthy/60.jpg,right
Fix1,stimuli/Sad/12.jpg,left
Cond,stimuli/Healthy/54.jpg,right
Fix1,stimuli/Sad/52.jpg,left
Fix2,stimuli/Soft/31.jpg,right
Fix2,stimuli/Soft/51.jpg,right
Fix1,stimuli/Sad/10.jpg,left
Cond,stimuli/Healthy/26.jpg,right
Fix1,stimuli/Sad/29.jpg,left
Fix1,stimuli/Sad/48.jpg,left
Fix1,stimuli/Sad/59.jpg,left
Fix2,stimuli/Soft/19.jpg,right
Fix2,stimuli/Soft/43.jpg,right
Fix1,stimuli/Sad/18.jpg,left
Fix2,stimuli/Soft/13.jpg,right
Fix1,stimuli/Sad/33.jpg,left
Fix1,stimuli/Sad/11.jpg,left
Fix1,stimuli/Sad/53.jpg,left
Fix2,stimuli/Soft/26.jpg,right
Fix1,stimuli/Sad/41.jpg,left
Fix1,stimuli/Sad/19.jpg,left
Cond,stimuli/Healthy/2.jpg,right
Cond,stimuli/Healthy/33.jpg,left
Fix2,stimuli/Soft/35.jpg,right
Fix2,stimuli/Soft/15.jpg,right
Fix1,stimuli/Sad/13.jpg,left
Fix2,stimuli/Soft/53.jpg,right
Fix2,stimuli/Soft/2.jpg,right
Fix1,stimuli/Sad/5.jpg,left
Fix1,stimuli/Sad/0.jpg,left
Fix1,stimuli/Sad/17.jpg,left
Fix2,stimuli/Soft/8.jpg,right
Fix1,stimuli/Sad/9.jpg,left
Cond,stimuli/Healthy/12.jpg,right
Cond,stimuli/Healthy/56.jpg,left
Fix2,stimuli/Soft/56.jpg,right
Fix2,stimuli/Soft/16.jpg,right
Fix1,stimuli/Sad/46.jpg,left
Cond,stimuli/Healthy/40.jpg,right
Cond,stimuli/Healthy/55.jpg,left
Cond,stimuli/Healthy/47.jpg,right
Fix1,stimuli/Sad/50.jpg,left
Cond,stimuli/Healthy/34.jpg,right
Fix1,stimuli/Sad/2.jpg,left
Fix2,stimuli/Soft/38.jpg,right
Fix1,stimuli/Sad/36.jpg,left
Fix1,stimuli/Sad/24.jpg,left
Cond,stimuli/Healthy/32.jpg,right
Fix1,stimuli/Sad/44.jpg,left
Fix1,stimuli/Sad/34.jpg,left
Fix2,stimuli/Soft/52.jpg,right
Cond,stimuli/Healthy/4.jpg,left
Cond,stimuli/Healthy/52.jpg,right
Fix2,stimuli/Soft/20.JPG,right
Cond,stimuli/Healthy/21.jpg,left
Cond,stimuli/Healthy/28.jpg,right
Fix1,stimuli/Sad/7.jpg,left
Fix1,stimuli/Sad/30.jpg,left
Cond,stimuli/Healthy/39.jpg,right
Cond,stimuli/Healthy/69.jpg,left
Fix2,stimuli/Soft/11.jpg,right
Cond,stimuli/Healthy/67.jpg,left
Fix2,stimuli/Soft/12.jpg,right
Cond,stimuli/Healthy/30.jpg,left
Fix1,stimuli/Sad/4.jpg,left
Fix1,stimuli/Sad/38.jpg,left
Fix2,stimuli/Soft/0.jpg,right
