Block3Type,Block3Stim,Block3Corr
Fix2,stimuli/Soft/24.jpg,left
Fix1,stimuli/Small/24.jpg,right
Cond,stimuli/Smell/12.jpg,left
Fix2,stimuli/Soft/22.jpg,left
Cond,stimuli/Smell/43.jpg,right
Fix2,stimuli/Soft/47.jpg,left
Fix1,stimuli/Small/5.jpg,right
Fix2,stimuli/Soft/45.jpg,left
Cond,stimuli/Smell/56.jpg,right
Fix1,stimuli/Small/1.jpg,right
Cond,stimuli/Smell/52.jpg,left
Fix2,stimuli/Soft/6.jpg,left
Fix2,stimuli/Soft/33.jpg,left
Cond,stimuli/Smell/36.jpg,right
Cond,stimuli/Smell/33.jpg,left
Cond,stimuli/Smell/13.jpg,right
Fix1,stimuli/Small/43.jpg,right
Fix2,stimuli/Soft/46.jpg,left
Fix1,stimuli/Small/30.jpg,right
Fix2,stimuli/Soft/59.jpg,left
Fix1,stimuli/Small/10.jpg,right
Fix1,stimuli/Small/57.jpg,right
Fix1,stimuli/Small/40.jpg,right
Fix2,stimuli/Soft/9.jpg,left
Cond,stimuli/Smell/46.jpg,right
Cond,stimuli/Smell/40.jpg,left
Fix2,stimuli/Soft/51.jpg,left
Cond,stimuli/Smell/10.jpg,right
Cond,stimuli/Smell/5.jpg,left
Fix2,stimuli/Soft/13.jpg,left
Cond,stimuli/Smell/58.jpg,right
Fix1,stimuli/Small/35.jpg,right
Fix2,stimuli/Soft/32.jpg,left
Fix2,stimuli/Soft/42.jpg,left
Fix2,stimuli/Soft/43.jpg,left
Fix2,stimuli/Soft/17.jpg,left
Cond,stimuli/Smell/11.jpg,right
Fix1,stimuli/Small/49.jpg,right
Cond,stimuli/Smell/16.jpg,left
Fix2,stimuli/Soft/14.jpg,left
Fix2,stimuli/Soft/36.jpg,left
Fix1,stimuli/Small/27.jpg,right
Fix1,stimuli/Small/0.jpg,right
Fix2,stimuli/Soft/12.jpg,left
Fix1,stimuli/Small/8.jpg,right
Cond,stimuli/Smell/22.jpg,left
Fix2,stimuli/Soft/21.jpg,left
Fix2,stimuli/Soft/58.jpg,left
Cond,stimuli/Smell/57.jpg,right
Fix2,stimuli/Soft/35.jpg,left
Cond,stimuli/Smell/24.jpg,right
Fix2,stimuli/Soft/39.jpg,left
Fix2,stimuli/Soft/23.jpg,left
Fix2,stimuli/Soft/16.jpg,left
Fix2,stimuli/Soft/55.jpg,left
Cond,stimuli/Smell/29.jpg,right
Fix2,stimuli/Soft/11.jpg,left
Fix2,stimuli/Soft/34.jpg,left
Fix2,stimuli/Soft/54.jpg,left
Fix1,stimuli/Small/28.jpg,right
Cond,stimuli/Smell/41.jpg,left
Fix1,stimuli/Small/60.jpg,right
Fix1,stimuli/Small/41.jpg,right
Fix1,stimuli/Small/42.jpg,right
Fix1,stimuli/Small/29.jpg,right
Fix2,stimuli/Soft/26.jpg,left
Fix2,stimuli/Soft/5.jpg,left
Fix1,stimuli/Small/22.jpg,right
Fix1,stimuli/Small/55.jpg,right
Fix2,stimuli/Soft/15.jpg,left
Fix1,stimuli/Small/11.jpg,right
Fix1,stimuli/Small/47.jpg,right
Fix2,stimuli/Soft/2.jpg,left
Fix2,stimuli/Soft/0.jpg,left
Fix1,stimuli/Small/50.jpg,right
Cond,stimuli/Smell/28.jpg,left
Cond,stimuli/Smell/32.jpg,right
Fix2,stimuli/Soft/57.jpg,left
Cond,stimuli/Smell/21.jpg,right
Cond,stimuli/Smell/0.jpg,left
Cond,stimuli/Smell/3.jpg,right
Cond,stimuli/Smell/17.jpg,left
Fix2,stimuli/Soft/3.jpg,left
Fix1,stimuli/Small/38.jpg,right
Cond,stimuli/Smell/37.jpg,left
Fix2,stimuli/Soft/50.jpg,left
Cond,stimuli/Smell/2.jpg,right
Fix1,stimuli/Small/2.jpg,right
Fix2,stimuli/Soft/4.jpg,left
Fix1,stimuli/Small/12.jpg,right
Cond,stimuli/Smell/6.jpg,left
Fix1,stimuli/Small/51.jpg,right
Cond,stimuli/Smell/23.jpg,left
Cond,stimuli/Smell/15.jpg,right
Cond,stimuli/Smell/8.jpg,left
Cond,stimuli/Smell/9.jpg,right
Fix1,stimuli/Small/48.jpg,right
Cond,stimuli/Smell/59.jpg,left
Fix2,stimuli/Soft/10.jpg,left
Cond,stimuli/Smell/54.jpg,right
Cond,stimuli/Smell/38.jpg,left
Fix1,stimuli/Small/9.jpg,right
Fix1,stimuli/Small/16.jpg,right
Cond,stimuli/Smell/55.jpg,left
Fix1,stimuli/Small/44.jpg,right
Cond,stimuli/Smell/35.jpg,left
Cond,stimuli/Smell/27.jpg,right
Cond,stimuli/Smell/49.jpg,left
Fix2,stimuli/Soft/20.JPG,left
Fix1,stimuli/Small/17.jpg,right
