Block3Type,Block3Stim,Block3Corr
Fix2,stimuli/Healthy/1.jpg,right
Fix2,stimuli/Healthy/66.jpg,right
Fix1,stimuli/Old/7.jpg,left
Cond,stimuli/Wealth/26.jpg,right
Cond,stimuli/Wealth/57.jpg,left
Fix1,stimuli/Old/0.jpg,left
Fix2,stimuli/Healthy/32.jpg,right
Fix1,stimuli/Old/12.jpg,left
Fix1,stimuli/Old/45.jpg,left
Cond,stimuli/Wealth/20.jpg,right
Fix2,stimuli/Healthy/57.jpg,right
Fix2,stimuli/Healthy/13.jpg,right
Cond,stimuli/Wealth/50.jpg,left
Cond,stimuli/Wealth/17.jpg,right
Fix1,stimuli/Old/37.jpg,left
Fix1,stimuli/Old/6.jpg,left
Fix1,stimuli/Old/39.jpg,left
Cond,stimuli/Wealth/32.jpg,right
Fix1,stimuli/Old/5.jpg,left
Fix2,stimuli/Healthy/0.jpg,right
Cond,stimuli/Wealth/22.jpg,left
Cond,stimuli/Wealth/11.jpg,right
Fix2,stimuli/Healthy/9.jpg,right
Cond,stimuli/Wealth/49.jpg,left
Fix1,stimuli/Old/4.jpg,left
Fix1,stimuli/Old/48.jpg,left
Fix2,stimuli/Healthy/10.jpg,right
Fix2,stimuli/Healthy/21.jpg,right
Fix2,stimuli/Healthy/54.jpg,right
Cond,stimuli/Wealth/59.jpg,left
Cond,stimuli/Wealth/54.jpg,right
Fix2,stimuli/Healthy/20.jpg,right
Cond,stimuli/Wealth/15.jpg,left
Cond,stimuli/Wealth/43.jpg,right
Fix1,stimuli/Old/53.jpg,left
Fix1,stimuli/Old/52.jpg,left
Cond,stimuli/Wealth/33.jpg,right
Fix2,stimuli/Healthy/26.jpg,right
Cond,stimuli/Wealth/58.jpg,left
Fix1,stimuli/Old/56.jpg,left
Fix2,stimuli/Healthy/16.jpg,right
Fix2,stimuli/Healthy/44.jpg,right
Fix1,stimuli/Old/18.jpg,left
Cond,stimuli/Wealth/45.jpg,right
Cond,stimuli/Wealth/8.jpg,left
Cond,stimuli/Wealth/2.jpg,right
Fix1,stimuli/Old/22.jpg,left
Cond,stimuli/Wealth/19.jpg,right
Fix1,stimuli/Old/58.jpg,left
Fix1,stimuli/Old/8.jpg,left
Fix1,stimuli/Old/19.jpg,left
Fix2,stimuli/Healthy/47.jpg,right
Cond,stimuli/Wealth/29.jpg,left
Fix2,stimuli/Healthy/40.jpg,right
Fix1,stimuli/Old/41.jpg,left
Fix2,stimuli/Healthy/55.jpg,right
Cond,stimuli/Wealth/39.jpg,left
Fix1,stimuli/Old/31.jpg,left
Fix1,stimuli/Old/49.jpg,left
Fix1,stimuli/Old/10.jpg,left
Fix1,stimuli/Old/55.jpg,left
Cond,stimuli/Wealth/27.jpg,right
Fix2,stimuli/Healthy/35.jpg,right
Fix2,stimuli/Healthy/65.jpg,right
Cond,stimuli/Wealth/53.jpg,left
Fix2,stimuli/Healthy/56.jpg,right
Fix2,stimuli/Healthy/2.jpg,right
Fix1,stimuli/Old/27.jpg,left
Fix1,stimuli/Old/28.jpg,left
Fix1,stimuli/Old/50.jpg,left
Fix2,stimuli/Healthy/12.jpg,right
Cond,stimuli/Wealth/44.jpg,left
Fix1,stimuli/Old/9.jpg,left
Fix2,stimuli/Healthy/60.jpg,right
Fix2,stimuli/Healthy/8.jpg,right
Fix1,stimuli/Old/34.jpg,left
Fix2,stimuli/Healthy/4.jpg,right
Cond,stimuli/Wealth/38.jpg,left
Cond,stimuli/Wealth/21.jpg,right
Fix1,stimuli/Old/17.jpg,left
Fix2,stimuli/Healthy/52.jpg,right
Fix1,stimuli/Old/43.jpg,left
Fix1,stimuli/Old/57.jpg,left
Fix1,stimuli/Old/1.jpg,left
Cond,stimuli/Wealth/7.jpg,right
Fix2,stimuli/Healthy/30.jpg,right
Fix1,stimuli/Old/40.jpg,left
Fix2,stimuli/Healthy/37.jpg,right
Fix1,stimuli/Old/54.jpg,left
Fix1,stimuli/Old/25.jpg,left
Fix1,stimuli/Old/24.jpg,left
Cond,stimuli/Wealth/4.jpg,right
Cond,stimuli/Wealth/14.jpg,left
Cond,stimuli/Wealth/28.jpg,right
Fix2,stimuli/Healthy/58.jpg,right
Cond,stimuli/Wealth/41.jpg,left
Fix2,stimuli/Healthy/45.jpg,right
Fix2,stimuli/Healthy/62.jpg,right
Cond,stimuli/Wealth/37.jpg,left
Fix2,stimuli/Healthy/7.jpg,right
Fix1,stimuli/Old/3.jpg,left
Cond,stimuli/Wealth/3.jpg,right
Fix1,stimuli/Old/29.jpg,left
Fix2,stimuli/Healthy/42.jpg,right
Fix1,stimuli/Old/46.jpg,left
Fix1,stimuli/Old/42.jpg,left
Fix1,stimuli/Old/44.jpg,left
Cond,stimuli/Wealth/48.jpg,right
Cond,stimuli/Wealth/24.jpg,left
Fix2,stimuli/Healthy/6.jpg,right
