Block2Type,Block2Stim,Block2Corr
Fix2,stimuli/Soft/53.jpg,left
Fix2,stimuli/Soft/48.jpg,left
Fix1,stimuli/Old/34.jpg,right
Cond,stimuli/Dangerous/42.jpg,left
Cond,stimuli/Dangerous/53.jpg,right
Fix1,stimuli/Old/45.jpg,right
Cond,stimuli/Dangerous/56.jpg,left
Fix1,stimuli/Old/11.jpg,right
Fix2,stimuli/Soft/52.jpg,left
Cond,stimuli/Dangerous/41.jpg,right
Fix2,stimuli/Soft/49.jpg,left
Cond,stimuli/Dangerous/15.jpg,right
Fix1,stimuli/Old/21.jpg,right
Fix2,stimuli/Soft/22.jpg,left
Fix2,stimuli/Soft/32.jpg,left
Fix1,stimuli/Old/33.jpg,right
Cond,stimuli/Dangerous/30.jpg,left
Fix2,stimuli/Soft/55.jpg,left
Fix1,stimuli/Old/22.jpg,right
Fix2,stimuli/Soft/33.jpg,left
Fix1,stimuli/Old/47.jpg,right
Fix2,stimuli/Soft/10.jpg,left
Cond,stimuli/Dangerous/7.jpg,right
Fix1,stimuli/Old/48.jpg,right
Cond,stimuli/Dangerous/27.jpg,left
Fix1,stimuli/Old/40.jpg,right
Fix1,stimuli/Old/14.jpg,right
Fix1,stimuli/Old/2.jpg,right
Fix2,stimuli/Soft/13.jpg,left
Fix1,stimuli/Old/43.jpg,right
Cond,stimuli/Dangerous/6.jpg,left
Fix2,stimuli/Soft/11.jpg,left
Cond,stimuli/Dangerous/12.jpg,right
Fix2,stimuli/Soft/42.jpg,left
Fix1,stimuli/Old/36.jpg,right
Fix1,stimuli/Old/0.jpg,right
Cond,stimuli/Dangerous/13.jpg,left
Fix1,stimuli/Old/35.jpg,right
Fix1,stimuli/Old/38.jpg,right
Fix1,stimuli/Old/10.jpg,right
Cond,stimuli/Dangerous/9.jpg,left
Cond,stimuli/Dangerous/8.jpg,right
Fix2,stimuli/Soft/47.jpg,left
Fix2,stimuli/Soft/41.jpg,left
Fix1,stimuli/Old/25.jpg,right
Fix1,stimuli/Old/54.jpg,right
Fix2,stimuli/Soft/44.jpg,left
