Block2Type,Block2Stim,Block2Corr
Fix1,stimuli/Soft/58.jpg,left
Fix1,stimuli/Soft/6.jpg,left
Cond,stimuli/Sad/47.jpg,right
Fix1,stimuli/Soft/36.jpg,left
Cond,stimuli/Sad/33.jpg,right
Fix2,stimuli/School/36.jpg,right
Fix2,stimuli/School/59.jpg,right
Fix2,stimuli/School/57.jpg,right
Cond,stimuli/Sad/11.jpg,left
Fix2,stimuli/School/45.jpg,right
Fix1,stimuli/Soft/34.jpg,left
Cond,stimuli/Sad/57.jpg,right
Cond,stimuli/Sad/29.jpg,left
Fix2,stimuli/School/26.jpg,right
Fix1,stimuli/Soft/51.jpg,left
Fix2,stimuli/School/9.jpg,right
Fix2,stimuli/School/19.jpg,right
Fix1,stimuli/Soft/48.jpg,left
Cond,stimuli/Sad/34.jpg,right
Fix2,stimuli/School/38.jpg,right
Cond,stimuli/Sad/18.jpg,left
Fix1,stimuli/Soft/25.jpg,left
Fix1,stimuli/Soft/17.jpg,left
Fix2,stimuli/School/41.jpg,right
Fix2,stimuli/School/0.jpg,right
Fix1,stimuli/Soft/2.jpg,left
Cond,stimuli/Sad/49.jpg,right
Fix2,stimuli/School/28.jpg,right
Cond,stimuli/Sad/25.jpg,left
Cond,stimuli/Sad/5.jpg,right
Cond,stimuli/Sad/42.jpg,left
Cond,stimuli/Sad/44.jpg,right
Fix2,stimuli/School/25.jpg,right
Fix1,stimuli/Soft/15.jpg,left
Cond,stimuli/Sad/43.jpg,right
Fix1,stimuli/Soft/43.jpg,left
Cond,stimuli/Sad/21.jpg,right
Fix2,stimuli/School/21.jpg,right
Cond,stimuli/Sad/14.jpg,left
Fix2,stimuli/School/4.jpg,right
Fix2,stimuli/School/56.jpg,right
Fix2,stimuli/School/8.jpg,right
Fix1,stimuli/Soft/31.jpg,left
Fix2,stimuli/School/53.jpg,right
Fix1,stimuli/Soft/56.jpg,left
Fix1,stimuli/Soft/57.jpg,left
Fix2,stimuli/School/14.jpg,right
Cond,stimuli/Sad/6.jpg,left
Fix2,stimuli/School/22.jpg,right
Fix1,stimuli/Soft/11.jpg,left
Fix1,stimuli/Soft/13.jpg,left
Fix1,stimuli/Soft/37.jpg,left
Fix1,stimuli/Soft/18.jpg,left
Cond,stimuli/Sad/10.jpg,right
Cond,stimuli/Sad/22.jpg,left
Cond,stimuli/Sad/38.jpg,right
Cond,stimuli/Sad/35.jpg,left
Cond,stimuli/Sad/50.jpg,right
Cond,stimuli/Sad/1.jpg,left
Cond,stimuli/Sad/53.jpg,right
Cond,stimuli/Sad/58.jpg,left
Fix1,stimuli/Soft/33.jpg,left
Cond,stimuli/Sad/26.jpg,right
Fix1,stimuli/Soft/24.jpg,left
Cond,stimuli/Sad/41.jpg,right
Fix1,stimuli/Soft/59.jpg,left
Fix2,stimuli/School/34.jpg,right
Fix2,stimuli/School/27.jpg,right
Cond,stimuli/Sad/24.jpg,left
Fix1,stimuli/Soft/22.jpg,left
Fix2,stimuli/School/51.jpg,right
Cond,stimuli/Sad/27.jpg,left
Cond,stimuli/Sad/13.jpg,right
Fix2,stimuli/School/48.jpg,right
Fix2,stimuli/School/15.jpg,right
Cond,stimuli/Sad/51.jpg,left
Fix2,stimuli/School/18.jpg,right
Cond,stimuli/Sad/59.jpg,left
Fix1,stimuli/Soft/46.jpg,left
Fix1,stimuli/Soft/29.jpg,left
Cond,stimuli/Sad/52.jpg,right
Fix1,stimuli/Soft/23.jpg,left
Cond,stimuli/Sad/36.jpg,right
Fix1,stimuli/Soft/42.jpg,left
Fix1,stimuli/Soft/0.jpg,left
Fix1,stimuli/Soft/1.jpg,left
Fix2,stimuli/School/23.jpg,right
Fix1,stimuli/Soft/12.jpg,left
Fix1,stimuli/Soft/44.jpg,left
Fix2,stimuli/School/39.jpg,right
Fix2,stimuli/School/17.jpg,right
Fix1,stimuli/Soft/41.jpg,left
Fix2,stimuli/School/12.jpg,right
Fix2,stimuli/School/2.jpg,right
Fix1,stimuli/Soft/52.jpg,left
Fix1,stimuli/Soft/10.jpg,left
Fix2,stimuli/School/11.jpg,right
Fix2,stimuli/School/40.jpg,right
Cond,stimuli/Sad/31.jpg,left
Fix2,stimuli/School/20.jpg,right
Cond,stimuli/Sad/7.jpg,left
Fix1,stimuli/Soft/7.jpg,left
Fix2,stimuli/School/42.jpg,right
Fix2,stimuli/School/5.jpg,right
Fix2,stimuli/School/3.jpg,right
Cond,stimuli/Sad/54.jpg,left
Cond,stimuli/Sad/37.jpg,right
Cond,stimuli/Sad/2.jpg,left
