Block1Type,Block1Stim,Block1Corr
Fix1,stimuli/Small/2.jpg,right
Fix1,stimuli/Small/26.jpg,right
Cond,stimuli/Smell/47.jpg,left
Fix2,stimuli/Healthy/25.jpg,left
Cond,stimuli/Smell/5.jpg,right
Fix1,stimuli/Small/3.jpg,right
Fix1,stimuli/Small/4.jpg,right
Fix2,stimuli/Healthy/17.jpg,left
Fix1,stimuli/Small/53.jpg,right
Cond,stimuli/Smell/4.jpg,left
Fix2,stimuli/Healthy/44.jpg,left
Cond,stimuli/Smell/12.jpg,right
Fix1,stimuli/Small/54.jpg,right
Cond,stimuli/Smell/46.jpg,left
Cond,stimuli/Smell/6.jpg,right
Fix2,stimuli/Healthy/55.jpg,left
Fix2,stimuli/Healthy/13.jpg,left
Fix1,stimuli/Small/25.jpg,right
Fix2,stimuli/Healthy/46.jpg,left
Fix2,stimuli/Healthy/47.jpg,left
Fix2,stimuli/Healthy/38.jpg,left
Fix2,stimuli/Healthy/56.jpg,left
Cond,stimuli/Smell/0.jpg,right
Cond,stimuli/Smell/23.jpg,left
Fix1,stimuli/Small/20.jpg,right
Fix2,stimuli/Healthy/28.jpg,left
Cond,stimuli/Smell/20.jpg,right
Fix2,stimuli/Healthy/29.jpg,left
Fix2,stimuli/Healthy/15.jpg,left
Cond,stimuli/Smell/28.jpg,right
Cond,stimuli/Smell/35.jpg,left
Fix2,stimuli/Healthy/10.jpg,left
Cond,stimuli/Smell/52.jpg,right
Cond,stimuli/Smell/10.jpg,left
Fix2,stimuli/Healthy/66.jpg,left
Fix1,stimuli/Small/8.jpg,right
Fix1,stimuli/Small/23.jpg,right
Cond,stimuli/Smell/59.jpg,left
Fix2,stimuli/Healthy/60.jpg,left
Cond,stimuli/Smell/24.jpg,right
Fix2,stimuli/Healthy/27.jpg,left
Fix1,stimuli/Small/46.jpg,right
Fix1,stimuli/Small/35.jpg,right
Fix1,stimuli/Small/9.jpg,right
Fix2,stimuli/Healthy/18.jpg,left
Fix2,stimuli/Healthy/21.jpg,left
Fix2,stimuli/Healthy/30.jpg,left
Fix1,stimuli/Small/36.jpg,right
Fix1,stimuli/Small/50.jpg,right
Cond,stimuli/Smell/40.jpg,left
Fix2,stimuli/Healthy/63.jpg,left
Cond,stimuli/Smell/2.jpg,right
Fix2,stimuli/Healthy/37.jpg,left
Fix2,stimuli/Healthy/16.jpg,left
Cond,stimuli/Smell/9.jpg,right
Fix1,stimuli/Small/29.jpg,right
Fix1,stimuli/Small/37.jpg,right
Fix2,stimuli/Healthy/33.jpg,left
Fix1,stimuli/Small/18.jpg,right
Fix1,stimuli/Small/59.jpg,right
Fix1,stimuli/Small/45.jpg,right
Fix2,stimuli/Healthy/50.jpg,left
Fix2,stimuli/Healthy/48.jpg,left
Fix1,stimuli/Small/17.jpg,right
Fix1,stimuli/Small/49.jpg,right
Fix2,stimuli/Healthy/42.jpg,left
Fix2,stimuli/Healthy/59.jpg,left
Fix1,stimuli/Small/30.jpg,right
Cond,stimuli/Smell/14.jpg,left
Fix1,stimuli/Small/48.jpg,right
Cond,stimuli/Smell/29.jpg,left
Cond,stimuli/Smell/33.jpg,right
Cond,stimuli/Smell/8.jpg,left
Fix1,stimuli/Small/32.jpg,right
Cond,stimuli/Smell/32.jpg,left
Fix1,stimuli/Small/55.jpg,right
Cond,stimuli/Smell/37.jpg,left
Fix2,stimuli/Healthy/5.jpg,left
Fix2,stimuli/Healthy/69.jpg,left
Fix1,stimuli/Small/27.jpg,right
Fix2,stimuli/Healthy/31.jpg,left
Fix2,stimuli/Healthy/67.jpg,left
Fix1,stimuli/Small/38.jpg,right
Cond,stimuli/Smell/26.jpg,left
Fix2,stimuli/Healthy/1.jpg,left
Fix1,stimuli/Small/12.jpg,right
Fix2,stimuli/Healthy/20.jpg,left
Cond,stimuli/Smell/27.jpg,right
Fix2,stimuli/Healthy/7.jpg,left
Cond,stimuli/Smell/16.jpg,right
Cond,stimuli/Smell/58.jpg,left
Fix1,stimuli/Small/14.jpg,right
Cond,stimuli/Smell/15.jpg,left
Cond,stimuli/Smell/55.jpg,right
Fix2,stimuli/Healthy/52.jpg,left
Cond,stimuli/Smell/3.jpg,right
Fix1,stimuli/Small/11.jpg,right
Fix1,stimuli/Small/40.jpg,right
Fix1,stimuli/Small/13.jpg,right
Cond,stimuli/Smell/1.jpg,left
Fix2,stimuli/Healthy/8.jpg,left
Fix1,stimuli/Small/7.jpg,right
Fix2,stimuli/Healthy/45.jpg,left
Fix2,stimuli/Healthy/34.jpg,left
Cond,stimuli/Smell/45.jpg,right
Fix1,stimuli/Small/57.jpg,right
Fix1,stimuli/Small/1.jpg,right
Fix2,stimuli/Healthy/64.jpg,left
Cond,stimuli/Smell/44.jpg,right
Fix2,stimuli/Healthy/19.jpg,left
Fix1,stimuli/Small/15.jpg,right
Fix2,stimuli/Healthy/0.jpg,left
Fix2,stimuli/Healthy/53.jpg,left
Cond,stimuli/Smell/22.jpg,right
Cond,stimuli/Smell/18.jpg,left
Cond,stimuli/Smell/34.jpg,right
Fix1,stimuli/Small/33.jpg,right
Fix2,stimuli/Healthy/57.jpg,left
Fix1,stimuli/Small/5.jpg,right
Fix2,stimuli/Healthy/51.jpg,left
Cond,stimuli/Smell/48.jpg,right
Cond,stimuli/Smell/38.jpg,left
Fix2,stimuli/Healthy/11.jpg,left
Cond,stimuli/Smell/51.jpg,right
Cond,stimuli/Smell/17.jpg,left
Fix2,stimuli/Healthy/54.jpg,left
Cond,stimuli/Smell/19.jpg,right
Fix2,stimuli/Healthy/3.jpg,left
Cond,stimuli/Smell/25.jpg,right
Fix2,stimuli/Healthy/32.jpg,left
Fix1,stimuli/Small/16.jpg,right
Fix2,stimuli/Healthy/61.jpg,left
Cond,stimuli/Smell/50.jpg,right
Fix2,stimuli/Healthy/39.jpg,left
Fix2,stimuli/Healthy/23.jpg,left
Cond,stimuli/Smell/31.jpg,right
Cond,stimuli/Smell/42.jpg,left
Fix1,stimuli/Small/51.jpg,right
Fix2,stimuli/Healthy/49.jpg,left
Fix1,stimuli/Small/28.jpg,right
Cond,stimuli/Smell/41.jpg,left
Fix2,stimuli/Healthy/65.jpg,left
Fix2,stimuli/Healthy/14.jpg,left
Fix1,stimuli/Small/41.jpg,right
Cond,stimuli/Smell/56.jpg,left
Fix1,stimuli/Small/31.JPG,right
Fix1,stimuli/Small/44.jpg,right
Cond,stimuli/Smell/7.jpg,left
Fix1,stimuli/Small/21.jpg,right
Fix1,stimuli/Small/6.jpg,right
Fix2,stimuli/Healthy/62.jpg,left
Cond,stimuli/Smell/13.jpg,right
Fix1,stimuli/Small/47.jpg,right
Fix1,stimuli/Small/56.jpg,right
Fix1,stimuli/Small/34.jpg,right
Cond,stimuli/Smell/11.jpg,left
Cond,stimuli/Smell/53.jpg,right
Fix2,stimuli/Healthy/4.jpg,left
Fix1,stimuli/Small/52.jpg,right
Fix2,stimuli/Healthy/26.jpg,left
Fix1,stimuli/Small/22.jpg,right
Cond,stimuli/Smell/21.jpg,left
Fix1,stimuli/Small/42.jpg,right
Cond,stimuli/Smell/49.jpg,left
Cond,stimuli/Smell/30.jpg,right
