Block2Type,Block2Stim,Block2Corr
Fix1,stimuli/Soft/42.jpg,right
Fix1,stimuli/Soft/44.jpg,right
Fix1,stimuli/Soft/31.jpg,right
Fix2,stimuli/Small/8.jpg,left
Cond,stimuli/Sad/42.jpg,right
Fix1,stimuli/Soft/33.jpg,right
Fix2,stimuli/Small/39.jpg,left
Fix2,stimuli/Small/47.jpg,left
Cond,stimuli/Sad/36.jpg,right
Fix1,stimuli/Soft/53.jpg,right
Fix2,stimuli/Small/57.jpg,left
Fix2,stimuli/Small/23.jpg,left
Cond,stimuli/Sad/57.jpg,right
Fix1,stimuli/Soft/32.jpg,right
Fix1,stimuli/Soft/5.jpg,right
Fix1,stimuli/Soft/43.jpg,right
Fix2,stimuli/Small/24.jpg,left
Fix1,stimuli/Soft/17.jpg,right
Cond,stimuli/Sad/44.jpg,left
Fix1,stimuli/Soft/15.jpg,right
Cond,stimuli/Sad/47.jpg,left
Cond,stimuli/Sad/18.jpg,right
Fix1,stimuli/Soft/13.jpg,right
Fix2,stimuli/Small/27.jpg,left
Cond,stimuli/Sad/52.jpg,right
Fix2,stimuli/Small/4.jpg,left
Fix1,stimuli/Soft/23.jpg,right
Cond,stimuli/Sad/55.jpg,left
Cond,stimuli/Sad/12.jpg,right
Fix1,stimuli/Soft/3.jpg,right
Cond,stimuli/Sad/7.jpg,left
Fix2,stimuli/Small/22.jpg,left
Fix1,stimuli/Soft/47.jpg,right
Fix2,stimuli/Small/33.jpg,left
Cond,stimuli/Sad/2.jpg,right
Fix2,stimuli/Small/51.jpg,left
Cond,stimuli/Sad/23.jpg,right
Fix1,stimuli/Soft/18.jpg,right
Cond,stimuli/Sad/19.jpg,left
Fix2,stimuli/Small/29.jpg,left
Fix1,stimuli/Soft/8.jpg,right
Fix1,stimuli/Soft/26.jpg,right
Fix2,stimuli/Small/54.jpg,left
Fix2,stimuli/Small/7.jpg,left
Fix2,stimuli/Small/25.jpg,left
Fix2,stimuli/Small/0.jpg,left
Fix1,stimuli/Soft/56.jpg,right
Fix2,stimuli/Small/20.jpg,left
Fix2,stimuli/Small/60.jpg,left
Fix1,stimuli/Soft/46.jpg,right
Fix1,stimuli/Soft/39.jpg,right
Cond,stimuli/Sad/53.jpg,left
Cond,stimuli/Sad/24.jpg,right
Cond,stimuli/Sad/56.jpg,left
Fix2,stimuli/Small/18.jpg,left
Fix1,stimuli/Soft/50.jpg,right
Cond,stimuli/Sad/37.jpg,left
Fix2,stimuli/Small/6.jpg,left
Fix2,stimuli/Small/9.jpg,left
Fix2,stimuli/Small/40.jpg,left
Fix2,stimuli/Small/12.jpg,left
Fix2,stimuli/Small/21.jpg,left
Fix2,stimuli/Small/2.jpg,left
Fix1,stimuli/Soft/37.jpg,right
Fix2,stimuli/Small/32.jpg,left
Fix2,stimuli/Small/5.jpg,left
Cond,stimuli/Sad/49.jpg,right
Fix2,stimuli/Small/58.jpg,left
Fix2,stimuli/Small/13.jpg,left
Fix1,stimuli/Soft/41.jpg,right
Fix1,stimuli/Soft/12.jpg,right
Fix2,stimuli/Small/35.jpg,left
Fix1,stimuli/Soft/9.jpg,right
Fix2,stimuli/Small/44.jpg,left
Cond,stimuli/Sad/1.jpg,right
Cond,stimuli/Sad/30.jpg,left
Fix2,stimuli/Small/10.jpg,left
Fix1,stimuli/Soft/55.jpg,right
Cond,stimuli/Sad/9.jpg,left
Fix2,stimuli/Small/46.jpg,left
Fix1,stimuli/Soft/1.jpg,right
Fix1,stimuli/Soft/40.jpg,right
Fix2,stimuli/Small/55.jpg,left
Cond,stimuli/Sad/48.jpg,right
Cond,stimuli/Sad/6.jpg,left
Fix1,stimuli/Soft/38.jpg,right
Fix1,stimuli/Soft/27.jpg,right
Fix1,stimuli/Soft/10.jpg,right
Fix1,stimuli/Soft/16.jpg,right
Fix1,stimuli/Soft/54.jpg,right
Fix2,stimuli/Small/34.jpg,left
Fix2,stimuli/Small/49.jpg,left
Fix1,stimuli/Soft/20.JPG,right
Fix2,stimuli/Small/38.jpg,left
Cond,stimuli/Sad/40.jpg,right
Fix1,stimuli/Soft/34.jpg,right
Cond,stimuli/Sad/21.jpg,left
Fix2,stimuli/Small/43.jpg,left
Cond,stimuli/Sad/11.jpg,right
Cond,stimuli/Sad/51.jpg,left
Cond,stimuli/Sad/39.jpg,right
Fix1,stimuli/Soft/24.jpg,right
Cond,stimuli/Sad/26.jpg,left
Cond,stimuli/Sad/31.jpg,right
Cond,stimuli/Sad/38.jpg,left
Fix1,stimuli/Soft/58.jpg,right
Fix1,stimuli/Soft/35.jpg,right
Fix2,stimuli/Small/52.jpg,left
Cond,stimuli/Sad/33.jpg,right
Fix2,stimuli/Small/56.jpg,left
Fix1,stimuli/Soft/36.jpg,right
Fix2,stimuli/Small/42.jpg,left
Cond,stimuli/Sad/8.jpg,right
Fix1,stimuli/Soft/2.jpg,right
Fix2,stimuli/Small/31.JPG,left
Cond,stimuli/Sad/54.jpg,right
Fix1,stimuli/Soft/19.jpg,right
Cond,stimuli/Sad/0.jpg,left
Cond,stimuli/Sad/13.jpg,right
Cond,stimuli/Sad/15.jpg,left
Cond,stimuli/Sad/59.jpg,right
Fix2,stimuli/Small/19.jpg,left
Cond,stimuli/Sad/16.jpg,right
Fix2,stimuli/Small/50.jpg,left
Fix1,stimuli/Soft/7.jpg,right
Fix1,stimuli/Soft/49.jpg,right
Cond,stimuli/Sad/41.jpg,left
Fix1,stimuli/Soft/28.jpg,right
Fix1,stimuli/Soft/51.jpg,right
Fix2,stimuli/Small/26.jpg,left
Fix2,stimuli/Small/48.jpg,left
Fix2,stimuli/Small/53.jpg,left
Fix1,stimuli/Soft/45.jpg,right
Cond,stimuli/Sad/29.jpg,left
Cond,stimuli/Sad/25.jpg,right
Fix2,stimuli/Small/16.jpg,left
Fix2,stimuli/Small/1.jpg,left
Cond,stimuli/Sad/43.jpg,right
Fix1,stimuli/Soft/6.jpg,right
Fix2,stimuli/Small/3.jpg,left
Cond,stimuli/Sad/3.jpg,right
Fix1,stimuli/Soft/25.jpg,right
Cond,stimuli/Sad/20.jpg,left
Fix1,stimuli/Soft/0.jpg,right
Fix2,stimuli/Small/36.jpg,left
Fix1,stimuli/Soft/52.jpg,right
Cond,stimuli/Sad/14.jpg,left
Fix2,stimuli/Small/28.jpg,left
Cond,stimuli/Sad/45.jpg,right
Fix1,stimuli/Soft/29.jpg,right
Fix1,stimuli/Soft/30.jpg,right
Fix2,stimuli/Small/30.jpg,left
Cond,stimuli/Sad/17.jpg,right
Fix2,stimuli/Small/15.jpg,left
Fix2,stimuli/Small/37.jpg,left
Cond,stimuli/Sad/22.jpg,right
Fix1,stimuli/Soft/21.jpg,right
Fix2,stimuli/Small/59.jpg,left
Cond,stimuli/Sad/28.jpg,right
Cond,stimuli/Sad/46.jpg,left
Fix1,stimuli/Soft/11.jpg,right
Cond,stimuli/Sad/34.jpg,left
Cond,stimuli/Sad/10.jpg,right
Fix2,stimuli/Small/17.jpg,left
Fix1,stimuli/Soft/22.jpg,right
Cond,stimuli/Sad/27.jpg,left
Cond,stimuli/Sad/32.jpg,right
Cond,stimuli/Sad/50.jpg,left
Fix2,stimuli/Small/41.jpg,left
Cond,stimuli/Sad/4.jpg,right
Cond,stimuli/Sad/35.jpg,left
Fix1,stimuli/Soft/57.jpg,right
Fix1,stimuli/Soft/4.jpg,right
Fix2,stimuli/Small/11.jpg,left
Fix1,stimuli/Soft/48.jpg,right
Fix1,stimuli/Soft/14.jpg,right
Fix2,stimuli/Small/45.jpg,left
Cond,stimuli/Sad/58.jpg,right
Fix1,stimuli/Soft/59.jpg,right
Cond,stimuli/Sad/5.jpg,left
