Block1Type,Block1Stim,Block1Corr
Fix2,stimuli/Healthy/62.jpg,right
Fix2,stimuli/Healthy/7.jpg,right
Fix2,stimuli/Healthy/36.jpg,right
Fix1,stimuli/School/5.jpg,left
Fix1,stimuli/School/55.jpg,left
Fix1,stimuli/School/24.jpg,left
Cond,stimuli/Wealth/15.jpg,right
Fix1,stimuli/School/27.jpg,left
Fix2,stimuli/Healthy/55.jpg,right
Cond,stimuli/Wealth/38.jpg,left
Fix1,stimuli/School/13.jpg,left
Fix1,stimuli/School/47.jpg,left
Cond,stimuli/Wealth/45.jpg,right
Cond,stimuli/Wealth/17.jpg,left
Cond,stimuli/Wealth/18.jpg,right
Fix2,stimuli/Healthy/16.jpg,right
Fix2,stimuli/Healthy/50.jpg,right
Fix1,stimuli/School/29.jpg,left
Fix2,stimuli/Healthy/6.jpg,right
Fix1,stimuli/School/35.jpg,left
Fix1,stimuli/School/39.jpg,left
Cond,stimuli/Wealth/2.jpg,right
Cond,stimuli/Wealth/26.jpg,left
Cond,stimuli/Wealth/46.jpg,right
Cond,stimuli/Wealth/4.jpg,left
Fix1,stimuli/School/59.jpg,left
Cond,stimuli/Wealth/32.jpg,right
Cond,stimuli/Wealth/10.jpg,left
Fix1,stimuli/School/26.jpg,left
Fix1,stimuli/School/3.jpg,left
Fix1,stimuli/School/38.jpg,left
Fix2,stimuli/Healthy/26.jpg,right
Fix1,stimuli/School/12.jpg,left
Fix1,stimuli/School/23.jpg,left
Cond,stimuli/Wealth/29.jpg,right
Fix2,stimuli/Healthy/33.jpg,right
Cond,stimuli/Wealth/54.jpg,left
Cond,stimuli/Wealth/41.jpg,right
Fix2,stimuli/Healthy/23.jpg,right
Fix2,stimuli/Healthy/61.jpg,right
Fix2,stimuli/Healthy/24.jpg,right
Fix1,stimuli/School/44.jpg,left
Fix1,stimuli/School/33.jpg,left
Fix2,stimuli/Healthy/9.jpg,right
Fix1,stimuli/School/11.jpg,left
Cond,stimuli/Wealth/12.jpg,right
Fix2,stimuli/Healthy/20.jpg,right
Cond,stimuli/Wealth/20.jpg,left
Cond,stimuli/Wealth/34.jpg,right
Fix1,stimuli/School/7.jpg,left
Fix1,stimuli/School/36.jpg,left
Fix1,stimuli/School/56.jpg,left
Cond,stimuli/Wealth/23.jpg,right
Cond,stimuli/Wealth/16.jpg,left
Fix2,stimuli/Healthy/3.jpg,right
Fix2,stimuli/Healthy/67.jpg,right
Cond,stimuli/Wealth/11.jpg,left
Fix1,stimuli/School/34.jpg,left
Fix1,stimuli/School/0.jpg,left
Fix2,stimuli/Healthy/37.jpg,right
Cond,stimuli/Wealth/5.jpg,left
Fix1,stimuli/School/28.jpg,left
Fix2,stimuli/Healthy/39.jpg,right
Fix1,stimuli/School/21.jpg,left
Cond,stimuli/Wealth/42.jpg,right
Cond,stimuli/Wealth/25.jpg,left
Fix1,stimuli/School/52.jpg,left
Fix2,stimuli/Healthy/18.jpg,right
Fix1,stimuli/School/8.jpg,left
Fix1,stimuli/School/22.jpg,left
Fix2,stimuli/Healthy/17.jpg,right
Cond,stimuli/Wealth/28.jpg,left
Fix2,stimuli/Healthy/32.jpg,right
Fix1,stimuli/School/51.jpg,left
Cond,stimuli/Wealth/57.jpg,right
Fix1,stimuli/School/32.jpg,left
Fix1,stimuli/School/19.jpg,left
Fix2,stimuli/Healthy/2.jpg,right
Fix2,stimuli/Healthy/8.jpg,right
Cond,stimuli/Wealth/58.jpg,left
Fix1,stimuli/School/48.jpg,left
Fix2,stimuli/Healthy/66.jpg,right
Fix2,stimuli/Healthy/53.jpg,right
Fix1,stimuli/School/37.jpg,left
Fix2,stimuli/Healthy/60.jpg,right
Cond,stimuli/Wealth/19.jpg,left
Fix2,stimuli/Healthy/56.jpg,right
Fix1,stimuli/School/15.jpg,left
Cond,stimuli/Wealth/6.jpg,right
Fix1,stimuli/School/16.jpg,left
Cond,stimuli/Wealth/55.jpg,right
Fix1,stimuli/School/54.jpg,left
Fix2,stimuli/Healthy/45.jpg,right
Fix2,stimuli/Healthy/22.jpg,right
Cond,stimuli/Wealth/59.jpg,left
Fix2,stimuli/Healthy/69.jpg,right
Cond,stimuli/Wealth/33.jpg,left
Fix1,stimuli/School/1.jpg,left
Cond,stimuli/Wealth/43.jpg,right
Fix2,stimuli/Healthy/44.jpg,right
Fix1,stimuli/School/46.jpg,left
Fix2,stimuli/Healthy/46.jpg,right
Fix2,stimuli/Healthy/34.jpg,right
Cond,stimuli/Wealth/7.jpg,left
Fix2,stimuli/Healthy/4.jpg,right
Cond,stimuli/Wealth/21.jpg,left
Fix2,stimuli/Healthy/40.jpg,right
Fix1,stimuli/School/17.jpg,left
Cond,stimuli/Wealth/37.jpg,right
Fix2,stimuli/Healthy/35.jpg,right
Fix2,stimuli/Healthy/28.jpg,right
Cond,stimuli/Wealth/39.jpg,left
Cond,stimuli/Wealth/51.jpg,right
Fix1,stimuli/School/2.jpg,left
Fix2,stimuli/Healthy/11.jpg,right
Fix2,stimuli/Healthy/25.jpg,right
Fix1,stimuli/School/4.jpg,left
Cond,stimuli/Wealth/40.jpg,right
Fix1,stimuli/School/14.jpg,left
Cond,stimuli/Wealth/1.jpg,right
Cond,stimuli/Wealth/36.jpg,left
Fix1,stimuli/School/10.jpg,left
Fix2,stimuli/Healthy/64.jpg,right
Cond,stimuli/Wealth/35.jpg,left
Cond,stimuli/Wealth/24.jpg,right
Fix2,stimuli/Healthy/58.jpg,right
Fix2,stimuli/Healthy/13.jpg,right
Cond,stimuli/Wealth/30.jpg,left
Fix1,stimuli/School/58.jpg,left
Fix1,stimuli/School/53.jpg,left
Fix2,stimuli/Healthy/30.jpg,right
Fix2,stimuli/Healthy/68.jpg,right
Fix2,stimuli/Healthy/1.jpg,right
Fix2,stimuli/Healthy/5.jpg,right
Cond,stimuli/Wealth/49.jpg,left
Fix2,stimuli/Healthy/65.jpg,right
Fix1,stimuli/School/25.jpg,left
Cond,stimuli/Wealth/13.jpg,right
Cond,stimuli/Wealth/47.jpg,left
Fix2,stimuli/Healthy/21.jpg,right
Cond,stimuli/Wealth/50.jpg,left
Fix1,stimuli/School/6.jpg,left
Fix2,stimuli/Healthy/38.jpg,right
Cond,stimuli/Wealth/27.jpg,left
Cond,stimuli/Wealth/31.jpg,right
Fix2,stimuli/Healthy/48.jpg,right
Fix2,stimuli/Healthy/42.jpg,right
Fix2,stimuli/Healthy/15.jpg,right
Cond,stimuli/Wealth/44.jpg,left
Fix1,stimuli/School/31.jpg,left
Fix2,stimuli/Healthy/0.jpg,right
Fix1,stimuli/School/40.jpg,left
Fix1,stimuli/School/41.jpg,left
Fix2,stimuli/Healthy/59.jpg,right
Cond,stimuli/Wealth/22.jpg,left
Fix2,stimuli/Healthy/63.jpg,right
Fix1,stimuli/School/18.jpg,left
Fix1,stimuli/School/43.jpg,left
Cond,stimuli/Wealth/52.jpg,right
Fix2,stimuli/Healthy/52.jpg,right
Fix2,stimuli/Healthy/43.jpg,right
Cond,stimuli/Wealth/53.jpg,left
Fix1,stimuli/School/57.jpg,left
Fix1,stimuli/School/49.jpg,left
Fix1,stimuli/School/45.jpg,left
Fix1,stimuli/School/30.jpg,left
Cond,stimuli/Wealth/56.jpg,right
Cond,stimuli/Wealth/8.jpg,left
Cond,stimuli/Wealth/3.jpg,right
Fix1,stimuli/School/9.jpg,left
Fix1,stimuli/School/50.jpg,left
Fix1,stimuli/School/20.jpg,left
Cond,stimuli/Wealth/14.jpg,right
Cond,stimuli/Wealth/9.jpg,left
Fix2,stimuli/Healthy/12.jpg,right
Cond,stimuli/Wealth/48.jpg,left
Fix2,stimuli/Healthy/29.jpg,right
Cond,stimuli/Wealth/0.jpg,left
Fix1,stimuli/School/42.jpg,left
Fix2,stimuli/Healthy/14.jpg,right
