Block2Type,Block2Stim,Block2Corr
Fix1,stimuli/Smell/18.jpg,right
Cond,stimuli/Wealth/12.jpg,left
Cond,stimuli/Wealth/28.jpg,right
Fix1,stimuli/Smell/55.jpg,right
Fix1,stimuli/Smell/54.jpg,right
Fix1,stimuli/Smell/31.jpg,right
Cond,stimuli/Wealth/26.jpg,left
Fix1,stimuli/Smell/45.jpg,right
Cond,stimuli/Wealth/19.jpg,left
Fix1,stimuli/Smell/27.jpg,right
Cond,stimuli/Wealth/43.jpg,left
Cond,stimuli/Wealth/41.jpg,right
Fix1,stimuli/Smell/46.jpg,right
Fix2,stimuli/Dangerous/33.jpg,left
Fix1,stimuli/Smell/49.jpg,right
Fix1,stimuli/Smell/29.jpg,right
Fix1,stimuli/Smell/42.jpg,right
Fix2,stimuli/Dangerous/22.jpg,left
Fix2,stimuli/Dangerous/45.jpg,left
Cond,stimuli/Wealth/34.jpg,right
Fix1,stimuli/Smell/5.jpg,right
Fix2,stimuli/Dangerous/31.jpg,left
Fix1,stimuli/Smell/10.jpg,right
Fix2,stimuli/Dangerous/42.jpg,left
Fix1,stimuli/Smell/30.jpg,right
Fix2,stimuli/Dangerous/54.jpg,left
Cond,stimuli/Wealth/13.jpg,right
Fix2,stimuli/Dangerous/24.jpg,left
Fix1,stimuli/Smell/14.jpg,right
Fix2,stimuli/Dangerous/5.jpg,left
Fix1,stimuli/Smell/21.jpg,right
Fix2,stimuli/Dangerous/28.jpg,left
Cond,stimuli/Wealth/39.jpg,right
Fix1,stimuli/Smell/17.jpg,right
Cond,stimuli/Wealth/23.jpg,left
Fix1,stimuli/Smell/41.jpg,right
Fix2,stimuli/Dangerous/58.jpg,left
Fix1,stimuli/Smell/36.jpg,right
Cond,stimuli/Wealth/1.jpg,left
Fix2,stimuli/Dangerous/48.jpg,left
Fix2,stimuli/Dangerous/10.jpg,left
Fix2,stimuli/Dangerous/46.jpg,left
Cond,stimuli/Wealth/35.jpg,right
Cond,stimuli/Wealth/30.jpg,left
Fix1,stimuli/Smell/23.jpg,right
Fix1,stimuli/Smell/2.jpg,right
Fix1,stimuli/Smell/32.jpg,right
Fix1,stimuli/Smell/6.jpg,right
Fix2,stimuli/Dangerous/11.jpg,left
Cond,stimuli/Wealth/0.jpg,right
Cond,stimuli/Wealth/25.jpg,left
Cond,stimuli/Wealth/56.jpg,right
Fix1,stimuli/Smell/52.jpg,right
Cond,stimuli/Wealth/18.jpg,left
Cond,stimuli/Wealth/44.jpg,right
Cond,stimuli/Wealth/3.jpg,left
Fix2,stimuli/Dangerous/8.jpg,left
Fix2,stimuli/Dangerous/34.jpg,left
Fix1,stimuli/Smell/56.jpg,right
Cond,stimuli/Wealth/48.jpg,left
Fix2,stimuli/Dangerous/55.jpg,left
Fix2,stimuli/Dangerous/30.jpg,left
Fix2,stimuli/Dangerous/4.jpg,left
Fix1,stimuli/Smell/57.jpg,right
Fix2,stimuli/Dangerous/1.jpg,left
Cond,stimuli/Wealth/15.jpg,right
Fix1,stimuli/Smell/58.jpg,right
Fix2,stimuli/Dangerous/39.jpg,left
Cond,stimuli/Wealth/46.jpg,right
Fix1,stimuli/Smell/33.jpg,right
Cond,stimuli/Wealth/6.jpg,left
Fix2,stimuli/Dangerous/38.jpg,left
Cond,stimuli/Wealth/17.jpg,right
Fix2,stimuli/Dangerous/9.jpg,left
Fix1,stimuli/Smell/44.jpg,right
Fix2,stimuli/Dangerous/50.jpg,left
Fix2,stimuli/Dangerous/29.jpg,left
Fix1,stimuli/Smell/4.jpg,right
Cond,stimuli/Wealth/47.jpg,left
Fix1,stimuli/Smell/12.jpg,right
Fix1,stimuli/Smell/8.jpg,right
Cond,stimuli/Wealth/57.jpg,left
Cond,stimuli/Wealth/2.jpg,right
Cond,stimuli/Wealth/4.jpg,left
Fix1,stimuli/Smell/39.jpg,right
Fix1,stimuli/Smell/38.jpg,right
Fix2,stimuli/Dangerous/20.jpg,left
Fix2,stimuli/Dangerous/47.jpg,left
Fix1,stimuli/Smell/35.jpg,right
Cond,stimuli/Wealth/40.jpg,left
Fix2,stimuli/Dangerous/14.jpg,left
Fix2,stimuli/Dangerous/21.jpg,left
Fix2,stimuli/Dangerous/52.jpg,left
Fix2,stimuli/Dangerous/26.jpg,left
Cond,stimuli/Wealth/42.jpg,right
Fix1,stimuli/Smell/50.jpg,right
Cond,stimuli/Wealth/50.jpg,left
Fix2,stimuli/Dangerous/15.jpg,left
Cond,stimuli/Wealth/36.jpg,right
Cond,stimuli/Wealth/55.jpg,left
Fix2,stimuli/Dangerous/44.jpg,left
Fix2,stimuli/Dangerous/32.jpg,left
Fix2,stimuli/Dangerous/56.jpg,left
Fix1,stimuli/Smell/20.jpg,right
Cond,stimuli/Wealth/29.jpg,left
Fix2,stimuli/Dangerous/41.jpg,left
Fix2,stimuli/Dangerous/7.jpg,left
Cond,stimuli/Wealth/52.jpg,right
Cond,stimuli/Wealth/20.jpg,left
Fix1,stimuli/Smell/59.jpg,right
Cond,stimuli/Wealth/49.jpg,left
Cond,stimuli/Wealth/22.jpg,right
Fix1,stimuli/Smell/11.jpg,right
Fix1,stimuli/Smell/34.jpg,right
Cond,stimuli/Wealth/59.jpg,left
Fix1,stimuli/Smell/13.jpg,right
Fix1,stimuli/Smell/40.jpg,right
Fix2,stimuli/Dangerous/19.jpg,left
Fix2,stimuli/Dangerous/0.jpg,left
Fix1,stimuli/Smell/19.jpg,right
Cond,stimuli/Wealth/54.jpg,left
Cond,stimuli/Wealth/51.jpg,right
Cond,stimuli/Wealth/38.jpg,left
Cond,stimuli/Wealth/27.jpg,right
Fix2,stimuli/Dangerous/18.jpg,left
Fix1,stimuli/Smell/53.jpg,right
Fix1,stimuli/Smell/28.jpg,right
Fix1,stimuli/Smell/47.jpg,right
Fix2,stimuli/Dangerous/57.jpg,left
Cond,stimuli/Wealth/31.jpg,right
Fix1,stimuli/Smell/7.jpg,right
Fix1,stimuli/Smell/26.jpg,right
Fix1,stimuli/Smell/1.jpg,right
Fix1,stimuli/Smell/15.jpg,right
Fix1,stimuli/Smell/43.jpg,right
Fix1,stimuli/Smell/51.jpg,right
Fix2,stimuli/Dangerous/23.jpg,left
Fix1,stimuli/Smell/48.jpg,right
Cond,stimuli/Wealth/5.jpg,left
Cond,stimuli/Wealth/37.jpg,right
Fix2,stimuli/Dangerous/35.jpg,left
Fix2,stimuli/Dangerous/12.jpg,left
Fix2,stimuli/Dangerous/2.jpg,left
Fix1,stimuli/Smell/37.jpg,right
Fix2,stimuli/Dangerous/40.jpg,left
Cond,stimuli/Wealth/14.jpg,right
Fix2,stimuli/Dangerous/49.jpg,left
Cond,stimuli/Wealth/24.jpg,right
Fix2,stimuli/Dangerous/27.jpg,left
Fix2,stimuli/Dangerous/6.jpg,left
Cond,stimuli/Wealth/53.jpg,right
Cond,stimuli/Wealth/58.jpg,left
Fix1,stimuli/Smell/25.jpg,right
Fix2,stimuli/Dangerous/43.jpg,left
Cond,stimuli/Wealth/16.jpg,right
Fix2,stimuli/Dangerous/13.jpg,left
Cond,stimuli/Wealth/45.jpg,right
